# Role|Skill taxonomy from Kaggle job_skills_updated.xlsx
# 9444 entries, 5630 unique skills, 16 roles
Full Stack Developer|Video Processing Pipelines
Full Stack Developer|Vite
Full Stack Developer|Voice Technologies (Genesys
Full Stack Developer|Vue
Full Stack Developer|Vue.js
Full Stack Developer|WCF
Full Stack Developer|WP-CLI
Full Stack Developer|WPF
Full Stack Developer|Web API
Full Stack Developer|Web Application Development
Full Stack Developer|Web Development
Full Stack Developer|Web Security
Full Stack Developer|Web Services
Full Stack Developer|Web Standards
Full Stack Developer|WebSocket
Full Stack Developer|WebSockets
Full Stack Developer|Webhooks
Full Stack Developer|Webpack
Full Stack Developer|WordPress
Full Stack Developer|WordPress APIs
Full Stack Developer|XAML
Full Stack Developer|XML
Full Stack Developer|Yii
Full Stack Developer|Zend
Full Stack Developer|iOS Development
Full Stack Developer|jQuery
Full Stack Developer|macOS
Full Stack Developer|npm
Full Stack Developer|props
Full Stack Developer|state)
Java Developer|12-Factor App
Java Developer|AI Automation
Java Developer|AI Integration
Java Developer|AI/ML
Java Developer|AI/ML Integration
Java Developer|AJAX
Java Developer|API Debugging
Java Developer|API Design
Java Developer|API Development
Java Developer|API Gateway
Java Developer|API Integration
Java Developer|API Optimization
Java Developer|API Security
Java Developer|API Testing
Java Developer|APIs
Java Developer|AWS
Java Developer|AWS Aurora
Java Developer|AWS CloudWatch
Java Developer|AWS EC2
Java Developer|AWS ECR
Java Developer|AWS ECS
Java Developer|AWS Lambda
Java Developer|AWS RDS
Java Developer|AWS S3
Java Developer|AWS SNS
Java Developer|AWS SQS
Java Developer|Abstract Thinking
Java Developer|Access Control
Java Developer|Accessibility
Java Developer|Accountability
Java Developer|Accounting Software
Java Developer|ActiveMQ
Java Developer|Adaptability
Java Developer|Agentic AI
Java Developer|Aggregation Pipeline
Java Developer|Agile
Java Developer|Agile Ceremonies
Java Developer|Agile Development
Java Developer|Agile Methodology
Java Developer|Agile Task Breakdown
Java Developer|Agile/Scrum
Java Developer|Airflow
Java Developer|Alert Integrations
Java Developer|Alerting
Java Developer|Algorithms
Java Developer|Amazon CloudWatch
Java Developer|Amazon ECS
Java Developer|Amazon S3
Java Developer|Amazon Web Services (AWS)
Java Developer|Analytical Skills
Java Developer|Analytical Workloads
Java Developer|Analytics
Java Developer|Android
Java Developer|Android Development
Java Developer|Android POS
Java Developer|Android Studio
Java Developer|Angular
Java Developer|Angular 2
Java Developer|Angular 4
Java Developer|Angular 5
Java Developer|Angular 8
Java Developer|AngularJS
Java Developer|Ansible
Java Developer|Ant
Java Developer|Anti-Bot Mechanisms
Java Developer|Apache Airflow
Java Developer|Apache Kafka
Java Developer|Apollo Server
Java Developer|Appian
Java Developer|Application Architecture
Java Developer|Application Design
Java Developer|Application Integration
Java Developer|Application Maintenance
Java Developer|Application Performance Analysis
Java Developer|Application Performance Optimization
Java Developer|Application Performance Tuning
Java Developer|Application Reliability
Java Developer|Application Security
Java Developer|Application Server Deployment
Java Developer|Application Support
Java Developer|Architectural Design
Java Developer|Architectural Review
Java Developer|Architecture Design
Java Developer|Architecture Review
Java Developer|Asset Management
Java Developer|Atlassian Tools
Java Developer|Attention to Detail
Java Developer|Audit Logs
Java Developer|Auditability
Java Developer|Auth Flows
Java Developer|Authentication
Java Developer|Authentication Systems
Java Developer|Authorization
Java Developer|Authorization Systems
Java Developer|AutoGen
Java Developer|Automated Testing
Java Developer|Automation
Java Developer|Azure
Java Developer|Azure Managed Instance
Java Developer|Azure SQL Database
Java Developer|BPMN
Java Developer|Back-End Development
Java Developer|Backend Business Logic
Java Developer|Backend Collaboration
Java Developer|Backend Development
Java Developer|Backend Resilience
Java Developer|Backlog Management
Java Developer|Backup and Recovery
Java Developer|Bash
Java Developer|Basic English
Java Developer|Bootstrap
Java Developer|Budget Estimation
Java Developer|Bug Fixing
Java Developer|Business Collaboration
Java Developer|Business Logic Implementation
Java Developer|Business Requirements Analysis
Java Developer|C#
Java Developer|CI/CD
Java Developer|CMS
Java Developer|CRM Workflows
Java Developer|CSRF Prevention
Java Developer|CSS
Java Developer|Caching
Java Developer|Caching Mechanisms
Java Developer|Call Metrics Viewer
Java Developer|Camunda
Java Developer|Cassandra
Java Developer|Clean Code
Java Developer|Clean Code Practices
Java Developer|Clean Coding
Java Developer|Client Lifecycle Management
Java Developer|Client Onboarding
Java Developer|Cloud Certification
Java Developer|Cloud Computing
Java Developer|Cloud Deployment
Java Developer|Cloud Engineering
Java Developer|Cloud Functions
Java Developer|Cloud Infrastructure
Java Developer|Cloud Platforms
Java Developer|Cloud Services
Java Developer|Cloud-Native Architecture
Java Developer|Cloud-Native Databases
Java Developer|Cloud-Native Development
Java Developer|Cloud-Native Infrastructure
Java Developer|CloudFormation
Java Developer|CloudFront
Java Developer|CloudWatch
Java Developer|Code Deployment
Java Developer|Code Quality
Java Developer|Code Review
Java Developer|Code Reviews
Java Developer|Coding Best Practices
Java Developer|Coding Standards
Java Developer|Collaboration
Java Developer|Collection Framework
Java Developer|Collections
Java Developer|Collections Framework
Java Developer|Communication
Java Developer|Communication Skills
Java Developer|Complex Queries
Java Developer|Complex SQL Queries
Java Developer|Compute Engine
Java Developer|Concourse
Java Developer|Concurrency
Java Developer|Concurrent Traffic Handling
Java Developer|Configuration Management
Java Developer|Confluence
Java Developer|Connection Pooling
Java Developer|Container Orchestration
Java Developer|Containerization
Java Developer|Contentlayer
Java Developer|Continuous Improvement
Java Developer|Continuous Integration
Java Developer|Continuous Learning
Java Developer|Contract-First Development
Java Developer|Cookie Management
Java Developer|Core Java
Java Developer|Core Java 8+
Java Developer|Creative Thinking
Java Developer|Credit Scoring Systems
Java Developer|Crew
Java Developer|Crew AI
Java Developer|Critical Thinking
Java Developer|Cross-Functional Collaboration
Java Developer|Cross-Functional Team Coordination
Java Developer|DSA
Java Developer|Dagster
Java Developer|Dashboard Development
Java Developer|Dashboards
Java Developer|Data Encryption
Java Developer|Data Engineering
Java Developer|Data Extraction Workflows
Java Developer|Data Governance
Java Developer|Data Ingestion Pipelines
Java Developer|Data Modeling
Java Developer|Data Normalization
Java Developer|Data Orchestration
Java Developer|Data Partitioning
Java Developer|Data Pipelines
Java Developer|Data Processing
Java Developer|Data Processing Pipelines
Java Developer|Data Protection
Java Developer|Data Security
Java Developer|Data Serialization
Java Developer|Data Storage
Java Developer|Data Streaming
Java Developer|Data Structures
Java Developer|Data Validation
Java Developer|Database
Java Developer|Database Architecture
Java Developer|Database Design
Java Developer|Database Engineering
Java Developer|Database Integration
Java Developer|Database Management
Java Developer|Database Modernization
Java Developer|Database Optimization
Java Developer|Database Provisioning
Java Developer|Database Schema Design
Java Developer|Database Schemas
Java Developer|Database Security
Java Developer|Database Upgrades
Java Developer|Databases
Java Developer|Datadog
Java Developer|Debugging
Java Developer|Dependency Injection
Java Developer|Deployment
Java Developer|Deployment Troubleshooting
Java Developer|Design Patterns
Java Developer|DevOps
Java Developer|DevOps Collaboration
Java Developer|DigiLocker Integration
Java Developer|Distributed Caching
Java Developer|Distributed Crawling
Java Developer|Distributed Systems
Java Developer|Distributed Teams
Java Developer|Django
Java Developer|Django REST Framework
Java Developer|Docker
Java Developer|Documentation
Java Developer|Domain Driven Design (DDD)
Java Developer|Drools
Java Developer|Dropwizard
Java Developer|Drupal
Java Developer|Due Diligence
Java Developer|Dynamic Website Handling
Java Developer|DynamoDB
Java Developer|Dynatrace
Java Developer|EC2
Java Developer|ECR
Java Developer|ECS
Java Developer|EJB
Java Developer|EKS
Java Developer|ELB
Java Developer|EMV Modules
Java Developer|ERP Development
Java Developer|Eclipse
Java Developer|Efficient Coding
Java Developer|ElastiCache
Java Developer|Elastic Beanstalk
Java Developer|ElasticSearch
Java Developer|Elasticsearch
Java Developer|Encryption
Java Developer|End-to-End Application Development
Java Developer|End-to-End Integrations
Java Developer|End-to-End Testing
Java Developer|Engineering Implementation
Java Developer|English Communication
Java Developer|Enterprise Application Development
Java Developer|Enterprise Database Design
Java Developer|Enterprise Software
Java Developer|Entity Resolution
Java Developer|Entrepreneurial Mindset
Java Developer|Error Handling
Java Developer|Event Streaming
Java Developer|Event-Driven Architecture
Java Developer|Event-Driven Systems
Java Developer|Exam Automation Platforms
Java Developer|Exception Handling
Java Developer|Express
Java Developer|Express.js
Java Developer|Failover
Java Developer|Failover Design
Java Developer|Fast-Paced Development
Java Developer|Fast-Paced Environment
Java Developer|FastAPI
Java Developer|Fault-Tolerant Systems
Java Developer|FinTech
Java Developer|Financial Tracking
Java Developer|Firestore
Java Developer|Flask
Java Developer|Form Handling
Java Developer|Fraud Detection
Java Developer|Front-End Development
Java Developer|Front-End Integration
Java Developer|Frontend Development
Java Developer|Full Stack Development
Java Developer|Full-Stack Development
Java Developer|Full-Time Contract
Java Developer|Fuzzy Match Frameworks
Java Developer|Fuzzy Matching
Java Developer|GCP
Java Developer|GDPR
Java Developer|GKE
Java Developer|Generative AI
Java Developer|Git
Java Developer|GitHub
Java Developer|GitHub Actions
Java Developer|GitLab CI
Java Developer|GitLab CI/CD
Java Developer|Global Collaboration
Java Developer|Go
Java Developer|Golang
Java Developer|Google Cloud
Java Developer|Google Cloud Platform (GCP)
Java Developer|Government API Integration
Java Developer|Government Security Compliance
Java Developer|Government Security Standards
Java Developer|Gradle
Java Developer|Grafana
Java Developer|Graph-Based ID Resolution
Java Developer|GraphQL
Java Developer|GraphQL Schema Design
Java Developer|Grunt
Java Developer|H.264
Java Developer|H.265
Java Developer|HLS
Java Developer|HTML
Java Developer|Hadoop
Java Developer|Hashing Algorithms
Java Developer|Helm Charts
Java Developer|Hibernate
Java Developer|High Availability
Java Developer|High Availability Systems
Java Developer|High Concurrency Handling
Java Developer|High Performance Systems
Java Developer|High-Level Design
Java Developer|High-Performance Backend
Java Developer|High-Performance Systems
Java Developer|High-Quality Code
Java Developer|Hooks
Java Developer|Hudson
Java Developer|Hybrid Development Environment
Java Developer|Hybrid Mobile Development
Java Developer|IP Management
Java Developer|Identity and Access Management
Java Developer|Incident Response
Java Developer|Independent Execution
Java Developer|Independent Work
Java Developer|Independent Working
Java Developer|Indexing
Java Developer|Indexing Strategies
Java Developer|Industrial Automation
Java Developer|Industry Trends Awareness
Java Developer|Infrastructure as Code
Java Developer|Infrastructure as Code (IaC)
Java Developer|Insecure Deserialization Prevention
Java Developer|Integration Testing
Java Developer|IntelliJ
Java Developer|IntelliJ IDEA
Java Developer|Intercom
Java Developer|Internal Tooling
Java Developer|Internship Experience
Java Developer|Inventory Management
Java Developer|Invoicing
Java Developer|IoT Integration
Java Developer|J2EE
Java Developer|JAXB
Java Developer|JDK
Java Developer|JDK 11
Java Developer|JDK 17
Java Developer|JIRA
Java Developer|JMS
Java Developer|JPA
Java Developer|JSON
Java Developer|JSP
Java Developer|JUnit
Java Developer|JWT
Java Developer|JWT Authentication
Java Developer|Jasmine
Java Developer|Java
Java Developer|Java 17
Java Developer|Java 8
Java Developer|Java 8+
Java Developer|Java Concurrency
Java Developer|Java Design Patterns
Java Developer|Java Development
Java Developer|Java EE
Java Developer|Java Frameworks
Java Developer|Java Full Stack Development
Java Developer|Java Message Service
Java Developer|Java Programming
Java Developer|Java Server Pages
Java Developer|Java Threading
Java Developer|Java Web Development
Java Developer|JavaScript
Java Developer|JavaScript Rendering
Java Developer|JavaServer Pages
Java Developer|Jenkins
Java Developer|Jira
Java Developer|KYC
Java Developer|Kafka
Java Developer|Kafka Consumers
Java Developer|Kafka Producers
Java Developer|Kanban
Java Developer|Karma
Java Developer|Kibana
Java Developer|Kotlin
Java Developer|Kubernetes
Java Developer|LangChain
Java Developer|Laravel
Java Developer|Large Language Models (LLM)
Java Developer|Large-Scale Data Processing
Java Developer|Large-Scale Project Experience
Java Developer|Large-Scale Web Applications
Java Developer|Learning Agility
Java Developer|Legacy System Modernization
